u1,u2,u3,u4,u5,u6,u7
0.23742076,0.71764522,0.57049487,0.49750797,0.79249754,0.74289783,0.69528625
0.22697335,0.74414832,0.57157415,0.5578014,0.78692517,0.69394708,0.66969195
0.21652594,0.72270143,0.58323409,0.57264862,0.7729443,0.64960331,0.62483511
0.20607854,0.73586675,0.57005018,0.57471933,0.75176929,0.61257061,0.5753631
0.2417493,0.74856624,0.58357479,0.66933045,0.72932867,0.65483311,0.6172502
0.25370083,0.74432079,0.57348563,0.68700898,0.7615722,0.70989625,0.67096594
0.38016424,0.73832999,0.57579498,0.38133134,0.89715297,0.82355914,0.80035026
0.39565632,0.72121258,0.56345478,0.37661582,0.87446396,0.76988561,0.72432066
0.41114903,0.73934271,0.62074119,0.37190001,0.85177626,0.72948375,0.69139486
0.39482317,0.75366373,0.62384513,0.36718449,0.81984684,0.66934103,0.64496029
0.27061879,0.73454741,0.70320639,0.48515471,0.58647228,0.51700546,0.44635543
0.24577766,0.73646671,0.70168856,0.48956219,0.5040656,0.47014381,0.41423151
0.47214746,0.68463538,0.67576659,0.37258878,0.63859629,0.49574511,0.46754631
0.43553225,0.70957739,0.74619047,0.37224398,0.60156368,0.40854889,0.38657697
0.39891704,0.69841245,0.73599771,0.37189918,0.55694923,0.3405114,0.31123296
0.36230183,0.63904693,0.62837866,0.37155439,0.52989169,0.35014945,0.2865065
0.32568725,0.69042423,0.66160776,0.37120987,0.51785458,0.32782498,0.28002374
0.27939227,0.68013049,0.38155589,0.361213,0.48304304,0.48818209,0.50461517
0.30879536,0.68083069,0.52379065,0.48691544,0.59543144,0.55053127,0.52457719
0.30468241,0.67419865,0.51673752,0.48951992,0.59505952,0.54421545,0.53824912
0.3005701,0.66531859,0.52730935,0.49212412,0.5946889,0.55231523,0.54149831
0.29645715,0.6507396,0.52346683,0.4947286,0.59431697,0.55516955,0.53874205
0.29234484,0.69119224,0.52877615,0.49733308,0.59394504,0.57555044,0.55172665
0.2882319,0.68139233,0.53212641,0.49993756,0.59357443,0.51843106,0.51704435
0.28411895,0.64992441,0.52947636,0.50254177,0.59289234,0.54119055,0.50264864
0.28000664,0.6300961,0.53158696,0.50514625,0.58453378,0.54895701,0.52970612
0.27589369,0.65931452,0.52544468,0.50775073,0.57617522,0.56448837,0.57569115
0.27178138,0.66216841,0.52948326,0.51035521,0.56781667,0.53330047,0.52016857
0.26766844,0.67304295,0.5286058,0.51295969,0.55743024,0.50596842,0.48069233
0.26355549,0.69059523,0.5317765,0.51556389,0.54362286,0.48843716,0.46219695
0.25944318,0.6829829,0.52670353,0.51816837,0.52981678,0.48001502,0.46710718
0.25533023,0.71024959,0.62343613,0.52077285,0.49067482,0.45515703,0.45856244
0.31407789,0.67324785,0.23930079,0.39580034,0.47518915,0.56069355,0.52079515
0.34146044,0.68849166,0.24667352,0.39547544,0.52510392,0.56395787,0.52871157
0.36884235,0.67386845,0.2564592,0.39515053,0.58904556,0.59383441,0.59321107
0.39622426,0.6821854,0.36989902,0.39482563,0.63475871,0.62777804,0.60729956
0.4021237,0.66617947,0.37415783,0.39450073,0.64462996,0.56677151,0.57365346
0.3954369,0.66536429,0.35314692,0.39417582,0.65450251,0.58830571,0.57390861
0.3887501,0.67527181,0.37419543,0.39385092,0.66067549,0.58993944,0.57666486
0.3820633,0.67915168,0.37403467,0.39352601,0.65279926,0.55425097,0.55463738
0.37537651,0.68066117,0.37778242,0.39320083,0.64492303,0.55964196,0.54600933
0.36868971,0.67231621,0.37543547,0.39287593,0.6370468,0.51913525,0.52817525
0.36200291,0.67654102,0.36743811,0.39255103,0.62917057,0.52212416,0.5349739
0.35531611,0.67136835,0.37211322,0.39222612,0.65121429,0.54976449,0.52446263
0.34862931,0.68572917,0.37270024,0.39190122,0.65875933,0.56550553,0.56301723
0.34194252,0.67876251,0.3585794,0.39157631,0.66043104,0.5353708,0.52820649
0.33525572,0.65907277,0.37765006,0.39125141,0.67838354,0.56638499,0.56633238
0.32856892,0.6919632,0.43903567,0.39092651,0.65881584,0.58486613,0.58121234
0.32188212,0.68226943,0.45482205,0.39060133,0.63924815,0.55582993,0.53991537
0.31519533,0.69200595,0.54602971,0.39027642,0.61967914,0.53120667,0.50509942
0.30893591,0.68710305,0.62780122,0.38995152,0.60881959,0.51793343,0.47656142
0.30552192,0.68827939,0.62216079,0.38962661,0.59923485,0.48431529,0.47983317
0.30210792,0.67504774,0.62112908,0.38930171,0.59063842,0.49094096,0.47382425
0.29869393,0.66924563,0.62977946,0.38897681,0.5837137,0.49768868,0.47932982
0.29527994,0.66803391,0.62959952,0.3886519,0.5756469,0.4952068,0.4881488
0.29186594,0.66325925,0.63367877,0.388327,0.53936867,0.47589472,0.4404628
0.28845195,0.67087305,0.62645759,0.3880021,0.50309175,0.45541837,0.40552709
0.26997008,0.66216841,0.55110269,0.3860524,0.48202582,0.49752594,0.47524924
0.32978748,0.64347664,0.3892628,0.38020357,0.48033834,0.46181243,0.44730831
0.33311052,0.66975272,0.366416,0.37987867,0.52440738,0.53709059,0.52049835
0.33643421,0.65434971,0.37139804,0.37955349,0.5514912,0.51697573,0.51172103
0.33945961,0.66048644,0.37625884,0.37922859,0.54368988,0.45515547,0.47783367
0.34231139,0.66066923,0.37002179,0.37890368,0.53588856,0.49045272,0.47649372
0.34516317,0.67658524,0.37487684,0.37857878,0.52993375,0.46516282,0.43467605
0.29106523,0.6861773,0.36922298,0.37825387,0.53111262,0.4751827,0.46422075
0.31254261,0.67455244,0.38134678,0.37792897,0.53229281,0.49327418,0.4569986
0.33401935,0.6846,0.37674151,0.37760407,0.56854344,0.52613492,0.49492488
0.3554961,0.67465858,0.37778242,0.37727916,0.59320118,0.55294587,0.5190317
0.37697348,0.66051298,0.37340083,0.37695398,0.62546705,0.56406272,0.56146033
0.39845022,0.68978888,0.49582176,0.37662908,0.65827964,0.59339781,0.59330306
0.4199276,0.67650122,0.53800396,0.37630417,0.62609788,0.54300268,0.5390024
0.43386977,0.68825433,0.54691946,0.37597927,0.60675755,0.47229238,0.47018627
0.39638007,0.66719366,0.57661835,0.37565437,0.59277405,0.43686525,0.40246536
0.35889038,0.6555172,0.57785801,0.37532946,0.56328386,0.4096224,0.38487774
0.32140068,0.6671347,0.54701384,0.37500456,0.53152003,0.39762139,0.36059561
0.31809862,0.68329099,0.551415,0.37467965,0.53139912,0.39731155,0.36259685
0.27030334,0.66890363,0.52557743,0.37435447,0.53591222,0.42786567,0.43099121
0.27474891,0.69672312,0.52902208,0.37402957,0.54042531,0.42085035,0.40862701
0.27919384,0.65718,0.53087755,0.37370467,0.56468352,0.48232164,0.46678608
0.28363941,0.68162229,0.52202842,0.37337976,0.5483804,0.50192636,0.47584458
0.28808435,0.67630958,0.53418983,0.37305486,0.55613178,0.47524842,0.47564671
0.29252992,0.65146044,0.54422221,0.37272996,0.56388315,0.52535562,0.51387327
0.29697485,0.69457681,0.52497161,0.37240505,0.57163453,0.51078666,0.48276473
0.30142042,0.66551759,0.52318291,0.37208015,0.57679292,0.53278876,0.47893756
0.30586535,0.65555258,0.51954872,0.37175524,0.57757883,0.52174389,0.48382002
0.31031029,0.67518926,0.52332487,0.37143006,0.57836606,0.49884043,0.48219716
0.31441051,0.672328,0.5271578,0.37110516,0.58246123,0.48654367,0.47768613
0.31770558,0.6629718,0.52759327,0.3707692,0.58938726,0.48973601,0.4762056
0.32100001,0.67283215,0.52246351,0.37036059,0.59213928,0.49292678,0.47482921
0.32429443,0.67154525,0.51397389,0.36995197,0.56933067,0.486431,0.45694132
0.3275895,0.69437633,0.52000261,0.36954336,0.59215768,0.49175782,0.46062963
0.33088392,0.63688735,0.52137502,0.36913502,0.59731081,0.49384066,0.47954504
0.33417835,0.66188538,0.52595574,0.3687264,0.59205779,0.50451778,0.47920312
0.33747342,0.67193441,0.52410105,0.36831778,0.58680347,0.49080481,0.45698124
0.34076784,0.6669298,0.52182009,0.36790917,0.57713199,0.48446708,0.48001715
0.34406291,0.68580288,0.53040409,0.36750083,0.59717281,0.47713722,0.46651011
0.34735733,0.66414962,0.53275142,0.36709221,0.59860664,0.50411405,0.48249743
0.35065176,0.67052958,0.5310667,0.36668359,0.60003916,0.5529756,0.50258789
0.35394683,0.66224064,0.52102511,0.36627498,0.61740288,0.59461841,0.55993293
0.35724125,0.67490623,0.52301255,0.36586636,0.64141533,0.59296121,0.54930538
0.36053632,0.67779697,0.52578577,0.36545802,0.64840971,0.5889301,0.55472069
0.36383075,0.67223808,0.52782041,0.3650494,0.65291097,0.54860179,0.52516558
0.36712517,0.66763147,0.52404426,0.36464079,0.65741224,0.53479179,0.53459205
0.3703789,0.65007035,0.52473488,0.36423217,0.6619135,0.54970189,0.51575648
0.37336296,0.66523014,0.52579498,0.36382383,0.67810361,0.54389152,0.54083007
0.37634703,0.70000597,0.51927401,0.36341522,0.69223955,0.54556124,0.52237635
0.37933109,0.66798674,0.52662794,0.23872589,0.69606004,0.53280441,0.54203463
0.38231516,0.67066078,0.52154537,0.23780422,0.6957972,0.53976183,0.50509942
0.38529922,0.64702631,0.53627434,0.23688256,0.67840982,0.53230521,0.50675352
0.38828329,0.70419983,0.51242192,0.23596089,0.66372715,0.51144391,0.50100322
0.39126735,0.68562746,0.52482006,0.23503923,0.68083591,0.49437429,0.49159412
0.39425141,0.66927953,0.53224957,0.23411756,0.70820755,0.51494922,0.50730026
0.39723548,0.65065852,0.52899369,0.23319589,0.71379306,0.54615746,0.54176907
0.40022018,0.65643705,0.52380753,0.23227423,0.70073742,0.55654977,0.55170409
0.38917876,0.65522238,0.52391151,0.23135256,0.68768178,0.50939862,0.4961225
0.34584113,0.65622478,0.52486763,0.2304309,0.67191223,0.44112952,0.43701748
0.30250415,0.67689923,0.52693373,0.22950923,0.58906659,0.41119822,0.40812193
0.25916652,0.64734471,0.52590855,0.22858756,0.53105479,0.37604181,0.35850065
0.30588253,0.67646289,0.26243151,0.21844924,0.50217835,0.54549865,0.54988163
0.32668448,0.66216841,0.25344964,0.21752729,0.55810708,0.55147333,0.55628975
0.33543761,0.69524606,0.32912644,0.33136743,0.59775633,0.57570224,0.59936752
0.34419074,0.6773164,0.32547307,0.33865649,0.60994984,0.54970189,0.54534283
0.35294387,0.65820599,0.32684549,0.34594555,0.62214465,0.52167034,0.51307138
0.36169764,0.70533194,0.44462891,0.35323462,0.63245091,0.54872228,0.55100461
0.37045076,0.70913369,0.45137702,0.36052396,0.61950961,0.50816863,0.50270245
0.37657535,0.68526778,0.45185009,0.36701181,0.60397268,0.50982739,0.49916167
0.36519494,0.67726481,0.48671711,0.37347176,0.5939411,0.51148616,0.46995543
0.35381518,0.6630175,0.4999954,0.37993199,0.56987214,0.50695898,0.46562838
0.34243477,0.67419865,0.50302376,0.38639222,0.53378972,0.43433485,0.42900733
0.33105501,0.67660441,0.49718458,0.39285245,0.49770731,0.42334476,0.40212169
0.33830847,0.64742727,0.49214959,0.44178584,0.48223347,0.48447804,0.44812929
0.35712169,0.6666394,0.49237672,0.43899847,0.5060317,0.48618688,0.45066164
0.37593427,0.66865304,0.50333607,0.43621137,0.52982992,0.51752656,0.46725124
0.39474685,0.69806161,0.5024939,0.43342427,0.55362684,0.52485173,0.49903149
0.31495683,0.67221744,0.67128064,0.39518286,0.54173692,0.29572634,0.23635584
0.30938174,0.66741183,0.62780122,0.39179817,0.57925843,0.36530836,0.26676491
0.30938174,0.67419865,0.62836907,0.38841347,0.59115491,0.43004397,0.35383168
0.30938174,0.67901016,0.62442257,0.38502906,0.58112465,0.43451794,0.38134043
0.30938174,0.65189088,0.62135622,0.38164437,0.56550361,0.43824547,0.35724229
0.30938174,0.69165954,0.60173652,0.37825995,0.55939109,0.47932491,0.38716883
0.30938174,0.68523682,0.59383393,0.37487526,0.57491356,0.58807255,0.49727152
0.32858228,0.65721538,0.59475207,0.37149057,0.62819803,0.58722595,0.53652212
0.39258385,0.66429113,0.59768988,0.37718053,0.67686822,0.69830994,0.61697423
0.42613422,0.67548555,0.60556984,0.40404395,0.70098844,0.73782295,0.68445215
0.42527055,0.670876,0.60325089,0.43090737,0.72374842,0.68687855,0.61094622
0.42440688,0.64868911,0.60376195,0.43730267,0.71285075,0.63121293,0.58489718
0.42354257,0.65707387,0.6057306,0.4318481,0.70195309,0.61033754,0.56518683
0.42267889,0.66015034,0.59408946,0.4263938,0.69105543,0.56349467,0.51336819
0.42181522,0.66485424,0.60070481,0.42093923,0.68015776,0.52509898,0.50773591
0.42095091,0.69709607,0.60483126,0.41548465,0.67771853,0.56312223,0.4988423
0.42008723,0.65580023,0.60063882,0.41003008,0.6825155,0.58399606,0.53045766
0.41922356,0.67915168,0.60600493,0.40457551,0.68731379,0.58179428,0.55546877
0.41690474,0.64642487,0.6003361,0.38671353,0.69211076,0.56519099,0.52446958
0.40356867,0.66372212,0.59399469,0.36569562,0.69221327,0.55555138,0.50456483
0.39023323,0.66740593,0.59658835,0.34467771,0.69035494,0.55890803,0.49659634
0.37689716,0.6897653,0.60370517,0.3236598,0.68849792,0.5964227,0.52057125
0.36356109,0.65240387,0.59977747,0.30789865,0.68653576,0.58544982,0.51640041
0.35022565,0.6516963,0.60113108,0.29345147,0.68373906,0.5974164,0.54368873
0.37213169,0.66938714,0.59769525,0.2790043,0.68535426,0.60153983,0.53301779
0.39525246,0.69229635,0.59977747,0.26455741,0.68207786,0.55064238,0.50849961
0.41837388,0.67518926,0.6003361,0.25011024,0.68560134,0.5382705,0.48580563
0.44149465,0.66924563,0.56330208,0.24092424,0.67628602,0.55941505,0.49627871
0.46461607,0.69372772,0.5578224,0.23775118,0.67748986,0.61096349,0.56601475
0.46786279,0.66183231,0.75185968,0.19332665,0.67985286,0.51083361,0.48988447
0.44016035,0.66982201,0.74793198,0.19015331,0.65672621,0.45410857,0.42351218
0.39168074,0.67784414,0.74916243,0.18698025,0.63671167,0.45622428,0.39368109
0.33800765,0.67015516,0.75318452,0.17924113,0.62871584,0.44807912,0.40890298
0.31013666,0.65936169,0.70884452,0.14182248,0.62072133,0.49234621,0.42847274
0.31175462,0.65693235,0.68082997,0.10440383,0.61272551,0.5023207,0.45906752
0.28280245,0.65510445,0.5978752,0.1357518,0.63958065,0.59476863,0.5452248
0.23424208,0.66186916,0.59707101,0.20916848,0.59738835,0.54601662,0.4940744
0.24105289,0.6562808,0.5992948,0.21176854,0.55519604,0.54522949,0.46687807
0.24977359,0.67419865,0.60398909,0.21192685,0.51532468,0.57085896,0.47950686
0.25849365,0.6965418,0.60153778,0.21208488,0.53281325,0.58845594,0.51396179
0.26721434,0.65807627,0.60826709,0.21224291,0.55030313,0.63007996,0.56603037
0.29468847,0.65984226,0.59200763,0.21240122,0.64391501,0.69732094,0.65848989
0.32693379,0.67358542,0.59302015,0.21255925,0.68287561,0.72689858,0.69252999
0.35917848,0.65842121,0.6067811,0.21271756,0.71219495,0.70636433,0.6802414
0.39142317,0.66124856,0.59800795,0.21287559,0.72681716,0.67342378,0.63889583
0.42366849,0.66952276,0.60088476,0.21303362,0.73530452,0.68720874,0.6295631
0.45591318,0.6937631,0.60835226,0.21319193,0.73979133,0.68847472,0.65191688
0.46210518,0.67195653,0.60553454,0.21334996,0.74085586,0.64914323,0.65310929
0.46109077,0.67246657,0.59909606,0.21350799,0.74191908,0.66515187,0.6316164
0.46007637,0.66047023,0.59572661,0.2136663,0.74298361,0.64711672,0.60302112
0.45906197,0.6812744,0.60241793,0.21382433,0.73270364,0.65433078,0.60900747
0.40945603,0.68187731,0.59773324,0.21398264,0.72076247,0.67023457,0.60862041
0.42488132,0.66047023,0.60080917,0.21414067,0.717858,0.68613837,0.63261442
0.44030599,0.67522316,0.59647478,0.2142987,0.72268783,0.72359201,0.67105967
0.45573129,0.67426941,0.66905646,0.21445701,0.72751765,0.70057587,0.66191438
0.43038136,0.68338533,0.6750188,0.21461504,0.70968344,0.65904574,0.62122317
0.39465972,0.64164874,0.6771954,0.21477307,0.70920111,0.60934385,0.56298252
0.35893807,0.68294457,0.67326808,0.21493138,0.69678156,0.58022628,0.53105126
0.32321707,0.6717929,0.67185807,0.21508941,0.67704959,0.54839209,0.48820781
0.37760819,0.6668443,0.83813633,0.14944501,0.71709049,0.76697182,0.68536338
0.38971871,0.69332676,0.87439417,0.18213819,0.69836653,0.72834609,0.65013434
0.40182923,0.65640315,0.87960911,0.21483136,0.66857801,0.60345054,0.54259005
0.36336393,0.67314908,0.87342884,0.21628293,0.59602417,0.520082,0.44510921
0.32285201,0.66248092,0.7235708,0.21647053,0.57938459,0.53923133,0.45007845
0.31185574,0.64389087,0.70581577,0.21665784,0.60038087,0.59331643,0.49517655
0.30187706,0.67094381,0.69741172,0.21684544,0.61264008,0.65756381,0.55596344
0.29189838,0.66632246,0.70558864,0.21703275,0.62490061,0.59002551,0.5389
0.28192033,0.67800334,0.70473687,0.21722035,0.63614523,0.57048652,0.50371088
0.27194165,0.64048124,0.66968109,0.21740766,0.6223155,0.55042486,0.47693806
0.26196297,0.6712858,0.65069561,0.21759526,0.60848446,0.58138742,0.51904906
0.25198429,0.66096553,0.6396507,0.21778258,0.59465473,0.57011095,0.51997417
0.24200561,0.67220565,0.6503173,0.21797017,0.55880099,0.60366024,0.50723604
0.23202693,0.63752269,0.54838626,0.21815749,0.50643911,0.58510868,0.49449964
0.22204824,0.65904918,0.55217199,0.21834508,0.4885773,0.58693645,0.51535033
0.30541507,0.69957405,0.45018762,0.10885606,0.52497119,0.7483248,0.66827738
0.34230121,0.6773164,0.45398295,0.10327412,0.6042145,0.79561836,0.71901816
0.37918799,0.65411827,0.44940837,0.097691912,0.66070309,0.82744472,0.74490058
0.41607414,0.68730648,0.44715619,0.092109974,0.70756883,0.79981691,0.74490058
0.47205524,0.64603865,0.75119707,0.32351945,0.73121329,0.72926936,0.61747237
0.45333551,0.66291136,0.75273024,0.33118094,0.71863603,0.74608704,0.68282235
0.43461579,0.6582222,0.74111788,0.33884242,0.71705369,0.74284775,0.665233
0.41589606,0.69108611,0.75168933,0.34650419,0.71719957,0.72597218,0.64204088
0.39717633,0.68039878,0.75432289,0.35416568,0.71734545,0.70939705,0.62696305
0.37845724,0.65410205,0.75550346,0.35927877,0.71670016,0.63651472,0.574497
0.35973751,0.65209431,0.74916243,0.35844468,0.69652791,0.64289313,0.5873601
0.34101779,0.6516963,0.75147178,0.35761087,0.67635567,0.65407571,0.55526743
0.32229806,0.67985925,0.75832387,0.35677706,0.65618211,0.64885686,0.55442737
0.30357833,0.67419865,0.74847143,0.35594298,0.63600987,0.58983616,0.52714946
0.28485861,0.64589419,0.68872335,0.35510917,0.61558266,0.60884778,0.5008661
0.26613888,0.66550285,0.66563982,0.35427536,0.58883397,0.58207439,0.50899949
