u1,u2,u3,u4,u5,u6,u7
0.10548147,0.67461583,0.42316411,0.60944536,0.68981873,0.73592163,0.73663181
0.10672547,0.65071749,0.31313172,0.61300743,0.70847697,0.73658044,0.7615544
0.1101102,0.69013088,0.41214759,0.62106952,0.75420983,0.82485642,0.82840748
0.11591425,0.70153463,0.46630243,0.62927334,0.73609832,0.79916436,0.82083646
0.12171766,0.70462437,0.50627964,0.63747717,0.72341854,0.7751827,0.78585041
0.1275217,0.68383346,0.50906206,0.64568099,0.71989901,0.78021846,0.73966404
0.13332574,0.66354818,0.49126905,0.65388481,0.71637948,0.77272741,0.78073364
0.13912915,0.63794576,0.46667153,0.66208863,0.71644782,0.80758337,0.78073364
0.1449332,0.68562599,0.51568701,0.67029246,0.7253163,0.7768399,0.80827363
0.15073724,0.66313543,0.50233314,0.65847629,0.72328975,0.78995665,0.77998729
0.15654065,0.69129838,0.55634563,0.64174208,0.73589329,0.8009045,0.80893492
0.16234469,0.70345687,0.62908846,0.62500787,0.74335291,0.79877314,0.80442563
0.16814874,0.69534335,0.64085276,0.60827367,0.73093336,0.79664335,0.78410953
0.17395214,0.68347968,0.66350082,0.59153918,0.71851512,0.76687792,0.77572621
0.18243307,0.67722943,0.60404587,0.57480497,0.70609557,0.76572148,0.76748695
0.19244482,0.66177924,0.61659556,0.5599735,0.71942457,0.76868066,0.77728832
0.20245721,0.68257162,0.6032225,0.54729258,0.72140645,0.79667778,0.81692077
0.21246896,0.71709832,0.6164536,0.53461166,0.72015266,0.77974586,0.78876635
0.22248135,0.71252562,0.61028292,0.52193074,0.71889888,0.80637059,0.7764604
0.23249311,0.67067257,0.63102871,0.50924981,0.7176451,0.80181525,0.82377843
0.24250549,0.7054027,0.59885012,0.49656889,0.72545693,0.79961348,0.80515114
0.25251725,0.70588621,0.62877615,0.48388797,0.75852054,0.78856079,0.83275535
0.3217492,0.72522806,0.69315252,0.47120733,0.77100449,0.831504,0.85290309
0.31367086,0.62821661,0.75883493,0.44625852,0.76587764,0.79560115,0.83636556
0.30559251,0.66852626,0.83729416,0.34344634,0.75833391,0.82467803,0.82793538
0.29751417,0.69798054,0.76672793,0.25736034,0.69104491,0.72461074,0.74714481
0.28943583,0.64452621,0.58436977,0.27743228,0.6859115,0.71628562,0.72224479
0.28135748,0.65245105,0.53801163,0.29750393,0.69794072,0.79261068,0.79201207
0.27327914,0.70164076,0.60902408,0.31757586,0.67605602,0.78432624,0.7837433
0.26520079,0.68526041,0.62791479,0.3376478,0.6531909,0.75011345,0.75669624
0.25712245,0.68653404,0.62216079,0.35771973,0.62867116,0.75824609,0.74013615
0.24904411,0.69247767,0.63636681,0.37779166,0.60865663,0.78423235,0.77094962
0.24096576,0.7018663,0.63724697,0.38056881,0.59623707,0.76969469,0.75980658
0.23288742,0.69029598,0.69894489,0.38280059,0.58314332,0.74459572,0.75581105
0.22480908,0.67274812,0.70266425,0.38503237,0.55337056,0.74693676,0.72009428
0.21673073,0.6852206,0.70663185,0.38726443,0.52359649,0.71218566,0.6980425
0.20865239,0.68053145,0.71129583,0.38949621,0.49382374,0.71759072,0.70182802
0.28159979,0.66572987,0.59793198,0.50414142,0.48311795,0.7099072,0.70505464
0.29450657,0.65955038,0.43590295,0.5412744,0.51198651,0.70595277,0.71000826
0.34643388,0.66515201,0.5803473,0.62380965,0.86166984,0.75997215,0.78201977
0.3048802,0.6565196,0.57593694,0.51050523,0.8094591,0.72664038,0.73663181
0.26932773,0.71545174,0.5803381,0.39720052,0.75839963,0.72248251,0.73214509
0.27186724,0.71315212,0.57870056,0.35800761,0.73578158,0.73413768,0.75395908
0.27440675,0.6635128,0.57416704,0.36121023,0.71316354,0.7330407,0.74186835
0.27694626,0.68956482,0.57380753,0.36441313,0.69660283,0.76984023,0.77797738
0.27948576,0.66932671,0.58186168,0.37924599,0.70344869,0.79348857,0.76642992
0.28202527,0.65957397,0.55583496,0.42086049,0.71029456,0.78658592,0.78574801
0.28456478,0.69646957,0.54880293,0.46247498,0.71714174,0.7816644,0.79696048
0.28710365,0.68402215,0.57082982,0.50408976,0.72398761,0.81446411,0.80875614
0.28964316,0.66169669,0.58087716,0.54570425,0.73083348,0.80807317,0.80255457
0.29218267,0.66357176,0.57606931,0.56303384,0.73768066,0.80392783,0.79805222
0.29472217,0.6875954,0.57818951,0.55291679,0.73919203,0.75444658,0.77696722
0.29726168,0.67023476,0.58371675,0.54279973,0.71887785,0.72980924,0.73958941
0.29980119,0.65787579,0.57880454,0.53268295,0.6687252,0.70630487,0.70434475
0.3023407,0.69754862,0.57474447,0.5225659,0.67071627,0.759257,0.75267294
0.30487957,0.66490436,0.57234994,0.51244885,0.6803457,0.75646214,0.74247584
0.30741908,0.65245105,0.57451733,0.52750466,0.68997512,0.79079699,0.77495036
0.30995858,0.67073154,0.58101912,0.53282855,0.69960455,0.7975901,0.78323301
0.31249809,0.66229813,0.59945595,0.47039866,0.70923397,0.77516861,0.77482366
0.27045026,0.68088524,0.59830108,0.46222081,0.71886339,0.80481511,0.78605175
0.27529841,0.67342032,0.60579659,0.46737147,0.7284915,0.77665055,0.79192008
0.27643301,0.68073193,0.58506039,0.47252241,0.73812093,0.7751827,0.78398977
0.27544405,0.67547524,0.59950314,0.47767308,0.73630334,0.7719841,0.76818643
0.27445445,0.67945829,0.60014656,0.48282375,0.7246881,0.75618046,0.77765628
0.27346485,0.67733557,0.60230436,0.48797441,0.71307417,0.75712408,0.75504214
0.27247588,0.66919698,0.60693266,0.49312508,0.70605877,0.77228299,0.75801709
0.27148628,0.65779324,0.60056324,0.49827574,0.70680263,0.7578627,0.74117929
0.27049668,0.68739492,0.59650317,0.50342669,0.70754517,0.75604745,0.76718147
0.26950708,0.65807627,0.59933279,0.50857735,0.71318851,0.78735897,0.77833319
0.27954873,0.68036635,0.60241793,0.51669056,0.72709841,0.76723784,0.77216807
0.30205705,0.68653404,0.60563583,0.52815171,0.741007,0.80794485,0.80578466
0.3154529,0.65721538,0.59748193,0.53961313,0.75491558,0.83384818,0.81835617
0.28498072,0.65571768,0.60165135,0.55107428,0.76165105,0.80169006,0.80942091
0.30352427,0.65942066,0.61118226,0.55843573,0.74066135,0.76619564,0.78373809
0.27831236,0.66299391,0.63975468,0.53977641,0.71967165,0.75849178,0.76970861
0.28027757,0.66043485,0.61503399,0.52111709,0.70392708,0.7112436,0.7541257
0.28224214,0.65406668,0.54574579,0.50245778,0.70845726,0.72288468,0.74843789
0.28420735,0.65225057,0.53439816,0.48379846,0.71298743,0.79119603,0.77797738
0.28617193,0.68378629,0.5282555,0.46513914,0.71751761,0.8006416,0.81550966
0.28813713,0.65123638,0.54429779,0.44647982,0.72204648,0.79658076,0.78445493
0.29010234,0.67281888,0.55876855,0.4278205,0.72561989,0.79373738,0.78671131
0.29206692,0.65824726,0.5353915,0.40916118,0.71037079,0.75894715,0.77365902
0.29403213,0.69202954,0.56216639,0.39050187,0.71161143,0.75810212,0.77620352
0.2959967,0.65406668,0.49199804,0.37184255,0.70472876,0.77990392,0.75995064
0.29796191,0.67484726,0.43083956,0.35318323,0.69784478,0.7302521,0.72545232
0.29992648,0.64327616,0.36830868,0.34623399,0.69427005,0.75258908,0.72347017
0.30002315,0.65296993,0.26588576,0.35251988,0.69627689,0.7086866,0.72836305
0.29576075,0.66442085,0.25975307,0.3588055,0.72813009,0.7470244,0.76970861
0.29149771,0.69181727,0.2381651,0.36509112,0.73383388,0.74485705,0.76970861
0.2872353,0.66880782,0.27153617,0.37137674,0.73953768,0.74756897,0.74586562
0.2829729,0.69534335,0.32773024,0.37766264,0.74062981,0.74502918,0.75295239
0.27870986,0.68083806,0.36200563,0.38394826,0.73394296,0.74855171,0.76819337
0.27444745,0.66299391,0.3653559,0.39023388,0.72725481,0.71857659,0.71362541
0.27018441,0.6741161,0.38717407,0.39651949,0.71846649,0.71410419,0.72684433
0.26592201,0.68439215,0.34207554,0.40280511,0.72285079,0.73949736,0.74006325
0.26165897,0.64834122,0.3946995,0.40909101,0.72952975,0.73922351,0.75328217
0.25739656,0.67549587,0.38779562,0.41537663,0.71846912,0.74699153,0.73291052
0.25313352,0.65656677,0.35780322,0.42166225,0.70834949,0.72031517,0.70669138
0.24887112,0.66350101,0.35382833,0.42794787,0.70185978,0.73163075,0.73151504
0.24460871,0.66519919,0.32093993,0.43423376,0.69536876,0.72943993,0.74598711
0.24034567,0.6756256,0.25126345,0.44051938,0.69341054,0.73540366,0.71664896
0.23791174,0.69008371,0.23782402,0.446805,0.69909462,0.72369998,0.75208628
0.24708335,0.65193216,0.18204162,0.45309062,0.70477739,0.73319406,0.7564168
0.25625496,0.67150987,0.19246152,0.45937624,0.70937328,0.72146378,0.76570094
0.26542721,0.66188538,0.14325688,0.46566214,0.70990686,0.755096,0.75506991
0.27459882,0.68166357,0.15197325,0.47194775,0.72274828,0.74001847,0.74944805
0.28377043,0.66558835,0.14919083,0.47823337,0.72341723,0.77256623,0.75930323
0.29294204,0.66547042,0.15778442,0.48143931,0.72408618,0.76307685,0.78149386
0.28951214,0.68484765,0.15922321,0.48288342,0.72212402,0.76323334,0.77308451
0.28568476,0.68055503,0.18412345,0.48432726,0.71977679,0.74238299,0.77950651
0.28185737,0.68484765,0.20019414,0.48577136,0.71742956,0.74878018,0.7704862
0.27802998,0.66610724,0.1842846,0.48721547,0.71508102,0.73674632,0.74462461
0.2742026,0.66173207,0.14834865,0.48865958,0.71273379,0.72929127,0.71883071
0.27037521,0.67597938,0.14271743,0.49010369,0.71038656,0.73353677,0.72358473
0.27201924,0.69793779,0.12102511,0.4915478,0.70803933,0.73703582,0.75537366
0.27679425,0.65364213,0.12308852,0.49299164,0.70593392,0.77137224,0.77721368
0.28156863,0.66457564,0.1421116,0.49443574,0.70974127,0.77137224,0.77330667
0.28634301,0.67332598,0.13920602,0.49587985,0.71124081,0.73204231,0.74574238
0.29111738,0.69398716,0.12611688,0.49732396,0.71273904,0.73794814,0.7641961
0.29589176,0.68564957,0.12806635,0.49876807,0.71423859,0.72577031,0.75089561
0.30066614,0.6906026,0.12695867,0.50164358,0.71573682,0.74204028,0.75958267
0.30544115,0.68681707,0.16761767,0.51360535,0.71935886,0.77732814,0.78672867
0.31021552,0.65275766,0.18858139,0.52556684,0.73119095,0.77413267,0.76302452
0.3149899,0.66010465,0.25421622,0.53752861,0.74202422,0.76274666,0.75578328
0.31976428,0.69312333,0.25264507,0.54949038,0.72820369,0.72912539,0.72888202
0.21257581,0.66312363,0.23168173,0.56145214,0.71438447,0.75281755,0.73686092
0.22150638,0.67199338,0.22400628,0.57341363,0.70887518,0.71425598,0.71015579
0.23043695,0.68049607,0.16370877,0.5853754,0.71047724,0.70873668,0.70568643
0.23680893,0.65600071,0.13327207,0.59733717,0.7120793,0.73444126,0.7036175
0.23728847,0.66587286,0.12186766,0.60929866,0.71368135,0.73438493,0.73045801
0.23776864,0.65387799,0.13552426,0.62126043,0.71528341,0.73651472,0.74490058
0.23824881,0.67316088,0.15450015,0.6133047,0.71688547,0.73521431,0.74645401
0.23872835,0.69181727,0.14067282,0.60472127,0.71848752,0.74265684,0.7511629
0.23920852,0.64612267,0.16853581,0.59613757,0.72008958,0.71934807,0.75480262
0.2396887,0.69659634,0.17551988,0.58755414,0.72127896,0.73028183,0.74655121
0.24016823,0.67671644,0.18099227,0.57897043,0.72211482,0.74121716,0.75373691
0.2406484,0.65497768,0.24201684,0.570387,0.72295068,0.76290315,0.77318865
0.24112858,0.69514287,0.27056124,0.56180329,0.72378653,0.73819539,0.77356876
0.24160811,0.6570149,0.302863,0.55321986,0.72462239,0.79307544,0.76467515
0.24208829,0.69019721,0.35978146,0.54463643,0.72545824,0.79244323,0.79861458
0.24256846,0.67689923,0.35689506,0.53605273,0.7245961,0.75884387,0.773055
0.24304863,0.66344204,0.39818751,0.5274693,0.72228173,0.78687073,0.78259428
0.24352817,0.6910979,0.39365398,0.51888559,0.71636897,0.74911037,0.73854453
0.24400834,0.65999851,0.37791518,0.51030216,0.70438837,0.7286841,0.73234296
0.24448851,0.65262794,0.33170092,0.50171873,0.69368653,0.73322536,0.75015968
0.24831272,0.65880743,0.24249029,0.49313502,0.68514135,0.74589143,0.73961718
0.25591725,0.68425801,0.25327008,0.48455159,0.71348422,0.76594057,0.76370491
0.26352178,0.65910962,0.24996662,0.47596789,0.71808142,0.75894715,0.77176539
0.27112631,0.67997718,0.2742714,0.46738446,0.72253538,0.78740122,0.75853432
0.27873084,0.64732113,0.23007298,0.45880103,0.72344746,0.75438086,0.77185912
0.28633538,0.67549587,0.26484484,0.45021732,0.70932597,0.72013833,0.75096504
0.29394054,0.63749763,0.12219878,0.44163389,0.6759154,0.72144187,0.69680149
0.30154507,0.67859741,0.13003499,0.43305018,0.70795653,0.77122357,0.76267912
0.30914961,0.68060221,0.17169693,0.43760354,0.72879904,0.8063925,0.81623691
0.30483378,0.66717008,0.17341004,0.44967195,0.73074937,0.78464078,0.78990843
0.30014208,0.67583787,0.18410465,0.46174008,0.72824048,0.73409543,0.74979345
0.29545038,0.66683988,0.17174412,0.47380822,0.71821022,0.73028496,0.72473201
0.29075932,0.69129838,0.13313011,0.48587663,0.69893428,0.71235623,0.71940522
0.28606762,0.67852665,0.11183528,0.49794476,0.67488241,0.69139321,0.68830362
0.26260977,0.67757143,0.099408754,0.66594659,0.75051551,0.72212572,0.72790309
0.25791871,0.68067296,0.15647838,0.6685729,0.73296254,0.70194827,0.73000847
0.25322701,0.64242707,0.13825028,0.67119893,0.71540958,0.65326823,0.6713825
0.24853532,0.6658021,0.1135484,0.67382523,0.71721534,0.70376821,0.70810249
0.24384362,0.67800776,0.14122186,0.67645126,0.72710104,0.73319875,0.72759414
0.23915256,0.65721538,0.17338165,0.67907757,0.73698543,0.72661377,0.73663876
0.24121507,0.67246509,0.21775043,0.68170388,0.74687113,0.77046774,0.78118318
0.25091074,0.66509452,0.29853781,0.68432991,0.76380903,0.79485627,0.78449138
0.2606064,0.66789976,0.3464272,0.68695621,0.77460418,0.79220537,8.05E-01
0.27030207,0.65942066,0.39981545,0.68958224,0.77925922,0.79591881,0.78314796
0.27999837,0.63607069,0.44318091,0.69220855,0.78391556,0.7562008,0.78615416
0.28969404,0.63449928,0.46515715,0.69483458,0.78857059,0.79080012,0.76576689
0.2993897,0.66714649,0.4932565,0.68880424,0.793269,0.75245294,0.77282242
0.30908537,0.66221558,0.48348923,0.66283928,0.79798448,0.78127161,0.74734615
0.31878104,0.64905469,0.52234074,0.63687405,0.80269997,0.80586044,0.77907259
0.32847734,0.65296993,0.52364677,0.61090909,0.80163544,0.78963742,0.77646213
0.31939731,0.64725037,0.55820071,0.58494413,0.79972454,0.78677996,0.77384994
0.28909812,0.6422148,0.57794319,0.55897917,0.77696456,0.71491949,0.70776577
0.25879892,0.62345227,0.55363879,0.54029167,0.72451199,0.66289846,0.65619359
0.26579608,0.64161336,0.47899408,0.52339197,0.72041551,0.6943336,0.66686974
0.28195531,0.65812344,0.43328128,0.506492,0.7263309,0.70241929,0.70304993
0.29811518,0.63386541,0.4185926,0.4895923,0.72335415,0.71578956,0.70581834
0.31427505,0.66403169,0.41499639,0.4726926,0.7166673,0.74455816,0.73864173
0.23349479,0.62682505,0.45073359,0.4557929,0.70998046,0.75215405,0.7311193
0.23989794,0.61194091,0.39975867,0.4388932,0.7091906,0.72667011,0.73056736
0.24630045,0.65676725,0.4000046,0.43463105,0.71878191,0.75444658,0.73572926
0.25270359,0.64625977,0.32891811,0.44465196,0.69747022,0.72343395,0.70885577
0.2591061,0.61656374,0.32423341,0.45467287,0.75277074,0.72775926,0.74715175
0.26550925,0.61537265,0.30477486,0.4646935,0.73177973,0.7589049,0.73263455
0.2719124,0.63366494,0.33330047,0.47471441,0.72248149,0.71177097,0.73546891
0.27831491,0.63066364,0.25331727,0.48473532,0.70767528,0.6705319,0.70039955
0.28471805,0.63899533,0.23496601,0.49475623,0.72400995,0.69392047,0.69543725
0.28996815,0.6383821,0.23493761,0.50477686,0.71585379,0.69818631,0.70394554
0.29256553,0.62268573,0.10282501,0.51479777,0.70147865,0.70427523,0.70580619
0.29516292,0.62247199,0.14192245,0.52481868,0.71957834,0.70427523,0.72234546
0.28564024,0.63295736,0.16088875,0.53265864,0.74891477,0.78292725,0.78751666
0.28358917,0.66668509,0.16305614,0.53003123,0.73798819,0.76395787,0.76143811
0.2815381,0.66173207,0.23422781,0.52740354,0.73721673,0.75653882,0.76143811
0.27948704,0.6422487,0.19770485,0.52477613,0.72519408,0.70632521,0.69030659
0.27743597,0.61190554,0.18067842,0.52214844,0.70847565,0.72195828,0.69677199
0.2753849,0.65050522,0.21653916,0.51952103,0.72866761,0.72817239,0.72022099
0.27333383,0.63228222,0.20416903,0.51689334,0.71529261,0.7399011,0.7160866
0.27128277,0.67100277,0.23263786,0.51426593,0.72661346,0.75564058,0.76269127
0.2692317,0.64660176,0.21801516,0.51196343,0.71290727,0.75293022,0.75776195
0.26718063,0.6313889,0.25833346,0.51003693,0.71756887,0.74124532,0.73522071
0.26512956,0.64495812,0.27193365,0.50811044,0.69554355,0.72912539,0.73221278
0.2630785,0.61018377,0.15170851,0.50618395,0.68055466,0.75103986,0.72098642
0.26102743,0.61666987,0.11844143,0.50425746,0.70961904,0.75646214,0.74225888
0.25897636,0.61676422,0.14314293,0.50233096,0.70673297,0.77443625,0.76516114
0.25817565,0.62254422,0.101415,0.45802192,0.71214369,0.72030421,0.74390083
0.23795244,0.6387241,0.13265704,0.47819359,0.73849286,0.81517143,0.79761657
0.2635733,0.64146005,0.16777114,0.48166724,0.72764119,0.77558487,0.7923106
0.23516617,0.61811745,0.17994022,0.48514117,0.72359597,0.80864905,0.78529152
0.21386814,0.65234491,0.22387007,0.48861483,0.73103324,0.81332488,0.80719751
0.2169457,0.61971392,0.23702904,0.49208848,0.73847052,0.81025617,0.80443778
0.22002262,0.66704035,0.23777299,0.49556213,0.74854415,0.83924542,0.80418437
0.22310017,0.65470349,0.27269103,0.49903606,0.7630126,0.87077602,0.82359445
0.22617709,0.65398413,0.31559263,0.50250972,0.76908175,0.84302615,0.83861673
0.22925465,0.62282725,0.35036449,0.50598337,0.76098736,0.8336244,0.81289053
0.23233156,0.64725037,0.34975867,0.5094573,0.75289297,0.82366869,0.79953623
0.23540848,0.61402826,0.33446454,0.51293095,0.74567254,0.82439635,0.81105245
0.23848604,0.64154408,0.33651798,0.51640461,0.74182708,0.81172089,0.79169791
0.24156296,0.64976816,0.36577219,0.51987826,0.73798162,0.81897094,0.8117606
0.24464051,0.67051926,0.39132583,0.52335219,0.73413747,0.84145189,0.83530853
0.21295295,0.64952493,0.40594814,0.52682584,0.74093603,0.87077602,0.85185474
0.21407993,0.67037775,0.43613008,0.5302995,0.73295071,0.87077602,0.86507713
0.2152069,0.65608326,0.48272265,0.53377343,0.71097928,0.84045819,0.83071593
0.21633387,0.65039171,0.44690066,0.53724708,0.6952991,0.8354553,0.78844872
0.21746085,0.64286341,0.38914923,0.54072073,0.70393628,0.8400482,0.82956865
0.21858782,0.65632207,0.40804954,0.54521524,0.71257345,0.84343928,0.82952179
0.2197148,0.63519801,0.38951833,0.55086348,0.72121062,0.82359983,0.83034797
0.2213105,0.67246509,0.43896929,0.55651173,0.72817083,0.88293038,0.85350017
0.22400137,0.65381902,0.45902446,0.56216025,0.7286479,0.84613242,0.83034797
0.22669224,0.63528056,0.48370716,0.56780849,0.72912628,0.83333333,0.80802022
0.22938312,0.66081075,0.50235156,0.57345673,0.72960335,0.82885467,0.83956094
0.23207399,0.64105467,0.49602012,0.57910498,0.72974397,0.86878863,0.8407412
0.23476486,0.66712143,0.537171,0.58475322,0.72974397,0.85157817,0.84191973
0.2374144,0.66464492,0.55836953,0.58379757,0.72974397,0.84522323,0.84309999
0.23996472,0.66131637,0.56920763,0.58259466,0.72974397,0.84638436,0.84732636
0.24251503,0.6495264,0.57032451,0.58139201,0.72974397,0.85685962,0.83748334
0.24506535,0.64002132,0.51976626,0.5801891,0.72974397,0.83918752,0.84991252
0.24761631,0.63036292,0.51458931,0.57898618,0.72974397,0.82164061,0.82617193
0.25016663,0.61638684,0.49421991,0.57778326,0.72974397,0.867338,0.86186787
0.25271695,0.63758018,0.49415583,0.57658034,0.73793168,0.89314117,0.90028535
0.24940471,0.65065705,0.52239752,0.57537742,0.74953509,0.88887846,0.87446368
0.24583745,0.66193255,0.5371522,0.57417451,0.76113981,0.89918783,0.88936273
0.24227018,0.65122458,0.56324299,0.57297159,0.77274322,0.90121434,0.88031464
0.23870291,0.65631912,0.60317531,0.57176867,0.78434795,0.89123672,0.88794121
0.23513564,0.64463529,0.63392509,0.56956424,0.7956044,0.87185578,0.86655072
0.23156838,0.63914274,0.64800757,0.56068851,0.79826967,0.8750982,0.86903621
0.22800111,0.63174269,0.65388511,0.55181278,0.80093626,0.88528864,0.88881078
0.22443384,0.6185302,0.6638845,0.54293704,0.80360154,0.90240208,0.89920923
0.22086657,0.66460954,0.67756488,0.53406131,0.80939207,0.90092484,0.87717133
0.21729931,0.66560899,0.70427301,0.52518558,0.81399322,0.89781857,0.88893749
0.21373204,0.62509149,0.71150378,0.51630984,0.81427184,0.91471292,0.89925609
0.21302227,0.6244871,0.68852461,0.50743411,0.81455046,0.9351392,0.89925609
0.21396672,0.62506938,0.64915284,0.49855838,0.81482908,0.89936779,0.8645061
0.21491116,0.62109222,0.60413105,0.48968292,0.8151077,0.92992035,0.88404114
0.21585561,0.6383423,0.6167755,0.48080719,0.81538631,0.97067743,0.94500333
0.21680005,0.63578766,0.60309934,0.47193145,0.81775983,0.92693927,0.93211593
0.21774514,0.65779324,0.63087716,0.46305572,0.82366733,0.94589612,0.93479929
0.21868958,0.6611778,0.67272863,0.45417999,0.82957352,0.94184937,0.93563935
0.21963403,0.64646025,0.67433739,0.44530425,0.83548102,0.9530335,0.92645241
0.22057847,0.6433307,0.73218358,0.43642852,0.8413872,0.93487943,0.94502069
0.22152292,0.63895995,0.74351202,0.42755279,0.84371341,0.89958061,0.89429552
0.222468,0.63240162,0.74492242,0.41867706,0.83999805,0.87629376,0.85960107
0.22341244,0.6707448,0.74589734,0.40980132,0.83628402,0.90235044,0.86885744
0.22435689,0.63860322,0.75664874,0.40092559,0.83256867,0.87555201,0.88161467
0.22603972,0.63532921,0.751415,0.39204986,0.82885331,0.90825,0.90587075
0.22790317,0.62881657,0.74388151,0.38317412,0.82513928,0.91757664,0.89089533
0.22976725,0.628109,0.7089485,0.37429867,0.82156192,0.88002754,0.88261789
0.2316307,0.63342908,0.70747441,0.36542293,0.8182185,0.89761514,0.88067046
0.23349479,0.615467,0.67915484,0.3565472,0.81487508,0.9097914,0.87270891
0.23535888,0.63519949,0.6514526,0.34767147,0.81153034,0.87799008,0.87775626
0.23815469,0.63045579,0.6149868,0.33879573,0.80818692,0.89413643,0.89777035
0.24312686,0.6335986,0.61789239,0.33907643,0.80214142,0.89731624,0.90366644
0.24809903,0.65212084,0.63630043,0.3604419,0.79378286,0.90010015,0.92130613
0.2530712,0.66542325,0.59743052,0.38180737,0.80524302,0.84950315,0.86378926
0.25804336,0.64456454,0.66696466,0.40317284,0.81163679,0.92882807,0.91083306
0.26301553,0.6579716,0.68685868,0.42453831,0.81480542,0.8968061,0.91055708
0.2679877,0.64589419,0.72347642,0.44590378,0.81797273,0.86033833,0.87127871
0.25513117,0.63176628,0.70810594,0.46726925,0.80038691,0.82041219,0.82860535
0.23781761,0.61744821,0.67242591,0.48220046,0.77414026,0.80019874,0.78881842
0.22050342,0.62765939,0.63130304,0.48977824,0.7478936,0.80340986,0.79433093
0.20318987,0.66515054,0.56970449,0.49735601,0.69172174,0.77882729,0.78714176
0.18587568,0.59886994,0.4496639,0.50493379,0.70197937,0.75116035,0.78541996
